Nama,Nama_Toko,Harga,banyak_terjual,Rating,Link,Komentar
Logitech LIFT Mouse Ergonomic Vertical Wireless Bluetooth Silent-BLACK,BLISATU,Rp868.700,18,4.6,https://www.tokopedia.com/blisatu/logitech-lift-mouse-ergonomic-vertical-wireless-bluetooth-silent-black?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"respon seller & kurir Sicepat kirim cepat. Mouse vertikal enak di tangan gak bikin sakit di pergelangan ketika pakai berjam-jam. ada tombol yg bs diganti2 fungsinya s... || Buat yg urgent dan pakai kurir instant, saran saya JANGAN BELI DI TOKO INI. Mending selisih 10-20rb di toko sebelah tapi barang langsung dikirim. Saya sudah beli barang 2... || Mouse recommended Mouse berfungsi dengan baik Bagus untuk kerja sehari-hari Sensifitas mousenya baik"
Logitech MX Anywhere 3S Mouse Wireless Silent Bluetooth - Merah Muda,BLISATU,Rp1.040.300,9,5,https://www.tokopedia.com/blisatu/logitech-mx-anywhere-3s-mouse-wireless-silent-bluetooth-merah-muda-23fc6?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"Kliknya tidak berisik, kualitas terbaik, ringan dipakai"
LOGITECH G402 HYPERION FURY ULTRA-FAST FPS GAMING MOUSE,BLISATU,Rp729.000,11,5,https://www.tokopedia.com/blisatu/logitech-g402-hyperion-fury-ultra-fast-fps-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,mantap barangnya...
Logitech G502 Proteus Hero High Performance Gaming Mouse,BLISATU,Rp689.000,8,5,https://www.tokopedia.com/blisatu/logitech-g502-proteus-hero-high-performance-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"g502 salah satu logitech G series paling laris. sebenarnya saya cuma ngincer gaming softwarenya aja bisa gonta ganti dpi dan shortcut setiap program/game. Produk Origina... || mouse nya mantap, pelayanan baik || Mantab, Gribnya enak ad karetnya jdi gk licin. trus ada lekukan dikin jadi gengamnya juga enak. kirimnya juga cpt klo buat saya"
Logitech M185 Wireless Mouse [ Garansi Resmi ] - Biru,BLISATU,Rp171.400,100+,4.9,https://www.tokopedia.com/blisatu/logitech-m185-wireless-mouse-garansi-resmi-biru?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"barang telah sampe dengan baik tapi pengiriman agak lama || Cepet sampai... Smoga awet || Barang bagus, bekerja normal."
ROBOT M310 Wireless 2.4 GHz Optical Mouse Garansi Resmi 1 Tahun,BLISATU,Rp80.000,1 barang berhasil terjual,-,https://www.tokopedia.com/blisatu/robot-m310-wireless-2-4-ghz-optical-mouse-garansi-resmi-1-tahun?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech G PRO Wireless Gaming Mouse,BLISATU,Rp1.272.000,5 barang berhasil terjual,-,https://www.tokopedia.com/blisatu/logitech-g-pro-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Mouse Wireless Logitech M187 - Wireless Mini Mouse - Merah,BLISATU,Rp199.000,500+,4.9,https://www.tokopedia.com/blisatu/mouse-wireless-logitech-m187-wireless-mini-mouse-merah?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"packing aman, barang sesuai, pengiriman cepat || Makasih gan, barang tiba dg cepat dan selamat || Mouse recommended. Mouse berfungsi dengan baik. Sensifitas mousenya baik. Bagus untuk kerja sehari-hari. Very good"
Logitech G102 Lightsync Gaming Mouse - Hitam,BLISATU,Rp296.500,750+,4.9,https://www.tokopedia.com/blisatu/logitech-g102-lightsync-gaming-mouse-hitam?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"Barang berfungsi dengan baik, sesuai dengan apa yang dipesan. Build nya juga solid, ngga kerasa rapuh walaupun beratnya ringan. Yang disayangkan adalah kondisi box nya k... || BARANG ASLI, SENSOR SANGAT BAGUS BUAT GAME FPS, HARGA JUGA SANGAT BEUHHH GG GAMING BAMBANK, YANG CARI LOGITECH G102 LIGHTSYNC ASLI KE SINI AJA, BARANG 100% ORI, NGEFLICK... || Barang sampai dengan aman dan respon seller cepat 👍"
Logitech Pebble 2 M350s Mouse Wireless Bluetooth Slim Silent - Hitam,BLISATU,Rp310.500,60+,5,https://www.tokopedia.com/blisatu/logitech-pebble-2-m350s-mouse-wireless-bluetooth-slim-silent-hitam-0cede?extParam=whid%3D302990%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Mouse enak, koneksi bluetooth bisa sampai 3 device. Recommended. Penjual responsif, pengiriman cepat. Recommended seller || Barang ORI. Koneksi bluetooth gak ada masalah. Ukuran mouse pas, enak di tangan. Pengiriman cepat. Recommended seller. Harga juga murah. Mantaps lah… || Setelah dipakai kerja, kerasa kualitas & performanya optimal. Selain itu dia ringan & desainnya mewah 💻🖱️."
Logitech MX Anywhere 3 For MAC - Bluetooth Mouse,BLISATU,Rp1.149.000,16,4.9,https://www.tokopedia.com/blisatu/logitech-mx-anywhere-3-for-mac-bluetooth-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,Berfungsi dengan baik!
Logitech M190 Full Size Wireless Mouse - Red,BLISATU,Rp163.000,9,4.5,https://www.tokopedia.com/blisatu/logitech-m190-full-size-wireless-mouse-red?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,ok
"Logitech POP ICON MOUSE, Klik Hening, Easy-Switch Antar Maksimum 3 Perangkat: Laptop, Tablet, PC - Merah Muda",BLISATU,Rp411.300,7,5,https://www.tokopedia.com/blisatu/logitech-pop-icon-mouse-klik-hening-easy-switch-antar-maksimum-3-perangkat-laptop-tablet-pc-merah-muda-dc53b?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech Signature M650 Mouse Wireless Bluetooth Silent - Off White,BLISATU,Rp432.000,100+,4.8,https://www.tokopedia.com/blisatu/logitech-signature-m650-mouse-wireless-bluetooth-silent-off-white?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"untuk harga 400rb kurang, cukup bagus, tapi untuk warna pink ini, mungkin agak hati hati jika tangan suka kotor, karena akan membuat mousenya sedikit dekil, overall good || Pas buat tangan kecil, bisa sleep mode kalau lupa matiin, tombol empuk & silent, tombol bisa di mod fungsinya dengan aplikasi || beneran silent click nya, ukuran ngepas buat telapak tangan kurang dari 19cm,, ga terlalu berat n bisa dipake di kaca"
Mouse Wireless ROBOT M355 Silent Click Receiver USB Bluetooth PC Laptop - Garansi 1 Tahun - Putih,BLISATU,Rp81.000,2,5,https://www.tokopedia.com/blisatu/mouse-wireless-robot-m355-silent-click-receiver-usb-bluetooth-pc-laptop-garansi-1-tahun-putih-22c26?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,Mantap
Robot M102 Mouse Wired Business Office 1200DPI Mouse Kabel USB,BLISATU,Rp31.000,10,5,https://www.tokopedia.com/blisatu/robot-m102-mouse-wired-business-office-1200dpi-mouse-kabel-usb?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
LOGITECH G604 LIGHTSPEED WIRELESS GAMING MOUSE,BLISATU,Rp1.179.000,5,5,https://www.tokopedia.com/blisatu/logitech-g604-lightspeed-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,mantap
Logitech G102 v2 / G 102 Lightsync Gaming Mouse - Putih,BLISATU,Rp296.500,100+,4.9,https://www.tokopedia.com/blisatu/logitech-g102-v2-g-102-lightsync-gaming-mouse-putih?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"Overall good, tapi ada penyesuaian dikit. Sayang banget barangnya dipacking dengan kantong biasa + bubble wrapnya kurang rapih, cuma dibalut aja. Sehingga sisi box ada pe... || barang ok, tapi soal pengiriman next day seperti gratis ongkir 3hari dari pembelian || Seller ga jelas dan pengiriman super lamaaaaaaaaaaaaaaaaaaaa Kapok shopping disini"
Mouse Wireless Logitech M170 Original,BLISATU,Rp121.900,4 rb+,4.9,https://www.tokopedia.com/blisatu/mouse-wireless-logitech-m170-original?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"barang baru, lengkap dan berfungsi dengan baik. packing aman walaupun dus penyok. worth to buy 😉😉 || Mouse kurang nyaman digenggam, overall oke || Aman… berfungsi dengan sangat baik… ini memang asli… thank you yah hehe"
Logitech LIFT Mouse Ergonomic Vertical Wireless Bluetooth Silent - Putih,BLISATU,Rp868.700,50+,5,https://www.tokopedia.com/blisatu/logitech-lift-mouse-ergonomic-vertical-wireless-bluetooth-silent-putih?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"mousenya enak banget. saya pake ga perlu penyesuaian dulu, langsung bisa lancar saking enaknya dipake, ngga pegal di tangan. harganya juga paling murah di antara toko lai... || Suka banget sama mousenya, aku pilih warna putih dan seestetik itu ✨ sebelumnya aku pakai mouse vertical merk lain, dan ga nyampe setahun udah bermasalah scroll ny, makan... || I used to have the MX Vertical, and it was a tad too big for me. This one's perfect for small hands like mine, very silent clicking sound, and thank you for the fast..."
Logitech G-Pro Hero GAMING MOUSE,BLISATU,Rp567.000,4,5,https://www.tokopedia.com/blisatu/logitech-g-pro-hero-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,Produk ok Pengiriman ngeselin krn sistem trackernya tokped error dan percuma minta yg instant same day tp dikirimnya malah besok
Logitech LIFT Mouse Ergonomic Vertical Wireless Bluetooth Silent-ROSE,BLISATU,Rp872.600,4,5,https://www.tokopedia.com/blisatu/logitech-lift-mouse-ergonomic-vertical-wireless-bluetooth-silent-rose?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,Enak di tangan. Agak butuh waktu buat adjust tapi nyaman pada akhirnya.
Logitech G402 Hyperion Fury Ultra Fast Gaming Mouse,BLISATU,Rp729.000,-,-,https://www.tokopedia.com/blisatu/logitech-g402-hyperion-fury-ultra-fast-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech G703 LIGHTSPEED WIRELESS GAMING MOUSE,BLISATU,Rp1.699.000,3,5,https://www.tokopedia.com/blisatu/logitech-g703-lightspeed-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech M171 Mouse Wireless Original - Putih,BLISATU,Rp156.700,250+,4.9,https://www.tokopedia.com/blisatu/logitech-m171-mouse-wireless-original-putih?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"OK banget, smooth dan ga berisik. Beli kemarin, langsung dikirim dan hari ini sampai. || paketnya tiba sesuai pesanan, packing rapih pakai bubble wrap dan mouse berfungsi sempurna, terima kasih || puas! ukurannya pas dlm genggaman ,thanks seller"
Mouse wired GAMEN Gaming Mouse Macro Wired GM200 RGB Light 7200 DPI,BLISATU,Rp82.000,-,-,https://www.tokopedia.com/blisatu/mouse-wired-gamen-gaming-mouse-macro-wired-gm200-rgb-light-7200-dpi?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech G300S Gaming Mouse [ Garansi Resmi ],BLISATU,Rp399.000,60+,5,https://www.tokopedia.com/blisatu/logitech-g300s-gaming-mouse-garansi-resmi?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,Barang bagus dan cepat sampai terimakasih
Logitech Pro X Superlight Wireless Gaming Mouse - Hitam,,Rp2.269.000,8,5,https://www.tokopedia.com/blisatu/logitech-pro-x-superlight-wireless-gaming-mouse-hitam?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,Mantap. Ori
Mouse Wireless ROBOT M207 2.4GHz Optical 1600DPI Original - Garansi 1 Tahun - Merah Muda,BLISATU,Rp55.000,2,5,https://www.tokopedia.com/blisatu/mouse-wireless-robot-m207-2-4ghz-optical-1600dpi-original-garansi-1-tahun-merah-muda-941f1?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
"MOUSE WIRELESS ROBOT M210 2,4GHZ ORIGINAL - Merah Muda",BLISATU,Rp61.000,30+,5,https://www.tokopedia.com/blisatu/mouse-wireless-robot-m210-2-4ghz-original-merah-muda?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"Barang sesuai deskripsi, respon cepat dan ramah,pengiriman tepat waktu, packing rapih sehingga paket aman waktu diterima,recommended deh untuk yg mau order, Terima kasih... || bagus..... kualitas melebihi harganya. Yg belum ketahuan adalah keawetan dan umur baterainya. || Mouse berfungsi dengan normal, packing aman. Sip."
Logitech G502 X LIGHTSPEED Mouse Gaming Wireless HERO 25K DPI - Black,BLISATU,Rp1.971.000,1,5,https://www.tokopedia.com/blisatu/logitech-g502-x-lightspeed-mouse-gaming-wireless-hero-25k-dpi-black?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Mouse Wireless ROBOT M205 2.4G 1600DPI Receiver USB untuk PC Laptop,BLISATU,Rp159.000,5 barang berhasil terjual,-,https://www.tokopedia.com/blisatu/mouse-wireless-robot-m205-2-4g-1600dpi-receiver-usb-untuk-pc-laptop?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech MX Master 3 Wireless Mouse,BLISATU,Rp2.999.999,100+,4.9,https://www.tokopedia.com/blisatu/logitech-mx-master-3-wireless-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"Thx pesanan sudah diterima, pengemasan sgt baik dgn bubble wrap yg tebal. Barang asli dan juga bergaransi resmi surya chandra dpt bonus juga kaya tempat kartu nama dari l... || overall barang nya bagus dan original logitech, masih segel dan garansi resmi 1 thn.. thx u seller || Original logitech. Packing aman. Lumayan dikasih bonus :)"
Mouse Wired ROBOT M130 Colorful LED 3 Kecepatan DPI Garansi 1th,BLISATU,Rp42.000,7,4.7,https://www.tokopedia.com/blisatu/mouse-wired-robot-m130-colorful-led-3-kecepatan-dpi-garansi-1th?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,mantap sesuai harga lebih nyaman dipakai
Logitech G502 Hero High Performance Gaming Mouse,BLISATU,Rp1.199.000,21,4.9,https://www.tokopedia.com/blisatu/logitech-g502-hero-high-performance-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"Recommeded Seller Barang Ori, Cepat sampai tujuan Terimakasih BLISATU 👍👍 || Barang bagus, sesuai deskripsi || harga murah, barang mantabbb, pengirimancepattt"
Mouse ROBOT USB 2.4G Wireless & Bluetooth 5.0 Dual Mode ROBOT M360,BLISATU,Rp199.000,3,5,https://www.tokopedia.com/blisatu/mouse-robot-usb-2-4g-wireless-bluetooth-5-0-dual-mode-robot-m360?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Mouse Wired ROBOT M120 2.4GHz Optical 1600DPI dengan Receiver USB,BLISATU,Rp159.000,5,5,https://www.tokopedia.com/blisatu/mouse-wired-robot-m120-2-4ghz-optical-1600dpi-dengan-receiver-usb?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech M720 Triathlon Multi Device Wireless Mouse,BLISATU,Rp693.200,100+,4.9,https://www.tokopedia.com/blisatu/logitech-m720-triathlon-multi-device-wireless-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"Fungsinya sendiri mantap, dibandingkan harus beli MX master ini bisa dibilang mini MX Master series. Total bisa custom 6 tombol tambahan, untuk saya sendiri sudah sangat... || Pengiriman cepat, barang sesuai dengan deskripsi yang tertera. Terimakasih || Barang sudah diterima, packing rapi dan cepat, tp belum di coba semoga aman. thx seller 👍"
Logitech M337 Bluetooth Mouse,BLISATU,Rp449.000,250+,4.9,https://www.tokopedia.com/blisatu/logitech-m337-bluetooth-mouse?extParam=whid%3D302990%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Hallo kak aku jual Mouse Logitech M337 Bluetooth mouse harga 100 ribu aja nih, masih baru dan segel, beli kemarin ga kepake sayang udah ada mouse lain, yang minat bisa ce... || Pas mau belanja fast respond banget, tapi setelah melakukan payment admin langsung offline, pesen barang jam 11 do proses jam 3 kurang dikit barang sampe hampir jam seten... || Mouse recommended. Mouse berfungsi dengan baik."
ROBOT Mouse M390 Wireless Mouse Silent Click Garansi 1 Tahun,BLISATU,Rp65.000,1 barang berhasil terjual,-,https://www.tokopedia.com/blisatu/robot-mouse-m390-wireless-mouse-silent-click-garansi-1-tahun?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech G705 Wireless Gaming Mouse / G-705,BLISATU,Rp1.434.000,1,5,https://www.tokopedia.com/blisatu/logitech-g705-wireless-gaming-mouse-g-705?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech M190 Full Size Wireless Mouse - Blue,BLISATU,Rp163.000,8,5,https://www.tokopedia.com/blisatu/logitech-m190-full-size-wireless-mouse-blue?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech Mouse Wireless Logitech M170 Garansi 1 Tahun,BLISATU,Rp121.900,4 rb+,4.9,https://www.tokopedia.com/blisatu/logitech-mouse-wireless-logitech-m170-garansi-1-tahun?extParam=whid%3D302990%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Barang sesuai deskripsi dan packaging bagus || terima kasih atas respon, dsb nya good, so semoga awet. barang mendarat, berfungsi || 100% original Logitech, packingnya super aman double bubble wrap, pokonya rekomendasi"
Logitech G603 Lightspeed Wireless Gaming Mouse,BLISATU,Rp1.049.000,6,5,https://www.tokopedia.com/blisatu/logitech-g603-lightspeed-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,
Logitech M240 Mouse Wireless Bluetooth Silent - Hitam,BLISATU,Rp217.600,60+,5,https://www.tokopedia.com/blisatu/logitech-m240-mouse-wireless-bluetooth-silent-hitam-b8da8?extParam=src%3Dshop%26whid%3D302990&aff_unique_id=&channel=others&chain_key=,"Mouse recommended Mouse berfungsi dengan baik || Silent buttons, works well, kecil sedikit :) Well packed, delivery in time"
"Fantech ARIA II XD7 / XD7E / XD7-E Gen 2 Wireless 3in1 Mouse Gaming Rechargeable Bluetooth 2.4GHz Wired - Hitam, FREE EMAS",TokoTeknoPro,Rp899.000,500+,4.9,https://www.tokopedia.com/tokoteknopro/fantech-xd7-aria-wireless-3in1-connection-gaming-mouse-hitam-free-emas?extParam=src%3Dshop%26whid%3D1363926&aff_unique_id=&channel=others&chain_key=,"kerenn sih ini mousenya, ringan banget, sensornya juga mantep, ditangan pas bgt || mouse terbaik yang pernah gua beli! spek nya bagus, enteng dipake, software tinggal download ga susah, pas di tangan jugaaa hehehe jadi cocok deh ama keyboard gua 😁 || Bro, this is real underrated gear. Local Pride beneran si ini yakin. Nyaman banget dipake asli ga rugi pake ni mouse. semoga tahan segala penyakit double click deh. ty fo..."
Fantech WG10 Raigor Gaming Wireless Mouse - Merah,TokoTeknoPro,Rp73.000,100+,4.8,https://www.tokopedia.com/tokoteknopro/fantech-wg10-raigor-gaming-wireless-mouse-merah?extParam=src%3Dshop%26whid%3D1363926&aff_unique_id=&channel=others&chain_key=,Nyaman dan praktis tinggal plug and play. Ukuran mouse pas ditangan. Best value mouse. || pesan warna abu-bu di kasih hitam. tidak diberi keterangan ternyata bukan silent click || Nyaman dan praktis tinggal plug and play. Ukuran mouse pas ditangan.. Best value mouse.
Aula S20 / S-20 Gaming Wired Mouse Macro Software,TokoTeknoPro,Rp72.000,100+,4.9,https://www.tokopedia.com/tokoteknopro/aula-s20-s-20-gaming-wired-mouse-macro-software?extParam=src%3Dshop%26whid%3D1363926&aff_unique_id=&channel=others&chain_key=,"seller ramah, baru order langsung dikonfirmasi terus dikirim hari itu juga, seller jg fast respon, the best lah, 3 hari pemesanan udah langsung sampai, software juga beke... || Recomaded bgt belanja disini, kemarin waktu belanja lupa salah alamat ke rmh yg lama pengirimannya, chat lsg dibales dan dikasi solusi terbaik. Pokoknya gak nyesel deh be... || Mouse nya berat ga ngapung, kecepatan kursor jg bisa diatur, rgb nya bagus, pengiriman lmyn cepat meskipun delay, pokonya mantab mantab mantab"
